orden,n_comp,renglon,cod_art,cantidad,importe_neto,precio_neto,porc_iva,adicional,precio_lista,total_renglon,cuales,revend
1,"B0000304656217",1,"1/100633-7",1,5765.03928000000,6610.7438,21.00,"",7999.00,7999.00,"X",2262302
1,"B0000304656217",2,"1/101127-7",1,3602.87928000000,4131.4049,21.00,"",4999.00,4999.00,"X",2262302
1,"B0000304656217",3,"1/101642-9",1,5765.03928000000,6610.7438,21.00,"",7999.00,7999.00,"X",2262302
1,"B0000304656217",4,"5/204476-8",1,14001.68484000000,13222.3140,21.00,"",15999.00,15999.00,"X",2262302
1,"B0000304656217",5,"5/204946-9",1,2624.60484000000,2478.5123,21.00,"",2999.00,2999.00,"X",2262302
1,"B0000304656217",6,"4/260-4",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2262302
1,"B0000304656217",7,"5/400248-0",2,2798.76168000000,1321.4876,21.00,"",1599.00,3198.00,"X",2262302
1,"B0000304656217",8,"5/403283-6",1,5250.08484000000,4957.8512,21.00,"",5999.00,5999.00,"X",2262302
1,"B0000304656217",9,"5/403553-0",2,14000.80968000000,6610.7438,21.00,"",7999.00,15998.00,"X",2262302
1,"B0000304656217",10,"5/403554-3",1,7000.40484000000,6610.7438,21.00,"",7999.00,7999.00,"X",2262302
1,"B0000304656217",11,"5/405071-0",1,2274.54084000000,2147.9338,21.00,"",2599.00,2599.00,"X",2262302
1,"B0000304656217",12,"5/406035-1",1,4637.47284000000,4379.3388,21.00,"",5299.00,5299.00,"X",2262302
1,"B0000304656217",13,"5/406037-5",1,4637.47284000000,4379.3388,21.00,"",5299.00,5299.00,"X",2262302
1,"B0000304656217",14,"5/406247-8",1,2624.60484000000,2478.5123,21.00,"",2999.00,2999.00,"X",2262302
1,"B0000304656217",15,"5/407064-3",1,7525.50084000000,7106.6115,21.00,"",8599.00,8599.00,"X",2262302
1,"B0000304656217",16,"1/42205-7",1,3602.87928000000,4131.4049,21.00,"",4999.00,4999.00,"X",2262302
1,"B0000304656217",17,"5/46414-7",1,5250.08484000000,4957.8512,21.00,"",5999.00,5999.00,"X",2262302
1,"B0000304656217",18,"4/500712-2",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2262302
1,"B0000304656217",19,"4/500716-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2262302
1,"B0000304656217",20,"4/900460-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2262302
2,"B0000304656218",1,"4/260-4",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2286456
2,"B0000304656218",2,"9/260-4",1,1750.32000000000,1404.9586,21.00,"",1700.00,1700.00,"X",2286456
2,"B0000304656218",3,"5/400248-0",3,4445.09208000000,1321.4876,21.00,"",1599.00,4797.00,"X",2286456
2,"B0000304656218",4,"5/400277-1",1,2778.99336000000,2478.5123,21.00,"",2999.00,2999.00,"X",2286456
2,"B0000304656218",5,"5/401021-8",2,4816.67472000000,2147.9338,21.00,"",2599.00,5198.00,"X",2286456
2,"B0000304656218",6,"5/403505-2",1,1852.35336000000,1652.0661,21.00,"",1999.00,1999.00,"X",2286456
2,"B0000304656218",7,"5/404263-7",1,2315.67336000000,2065.2892,21.00,"",2499.00,2499.00,"X",2286456
2,"B0000304656218",8,"3/406111-2",2,5557.98672000000,2478.5123,21.00,"",2999.00,5998.00,"X",2286456
2,"B0000304656218",9,"4/500712-2",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2286456
2,"B0000304656218",10,"4/500716-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2286456
2,"B0000304656218",11,"5/53097-5",2,12971.10672000000,5784.2975,21.00,"",6999.00,13998.00,"X",2286456
2,"B0000304656218",12,"9/650077-3",1,267.69600000000,214.8760,21.00,"",260.00,260.00,"X",2286456
2,"B0000304656218",13,"4/900460-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2286456
3,"B0000304656219",1,"1/100459-1",1,5044.31928000000,5784.2975,21.00,"",6999.00,6999.00,"X",2294289
3,"B0000304656219",2,"1/100754-6",1,5765.03928000000,6610.7438,21.00,"",7999.00,7999.00,"X",2294289
3,"B0000304656219",3,"1/101641-6",2,11530.07856000000,6610.7438,21.00,"",7999.00,15998.00,"X",2294289
3,"B0000304656219",4,"4/260-4",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2294289
3,"B0000304656219",5,"5/400942-9",1,2274.54084000000,2147.9338,21.00,"",2599.00,2599.00,"X",2294289
3,"B0000304656219",6,"5/402502-5",1,1749.44484000000,1652.0661,21.00,"",1999.00,1999.00,"X",2294289
3,"B0000304656219",7,"5/403609-0",1,4812.50484000000,4544.6280,21.00,"",5499.00,5499.00,"X",2294289
3,"B0000304656219",8,"3/404433-3",1,2624.60484000000,2478.5123,21.00,"",2999.00,2999.00,"X",2294289
3,"B0000304656219",9,"3/404434-5",1,2624.60484000000,2478.5123,21.00,"",2999.00,2999.00,"X",2294289
3,"B0000304656219",10,"5/405560-8",1,4812.50484000000,4544.6280,21.00,"",5499.00,5499.00,"X",2294289
3,"B0000304656219",11,"5/405562-2",1,4812.50484000000,4544.6280,21.00,"",5499.00,5499.00,"X",2294289
3,"B0000304656219",12,"5/406111-2",1,3499.76484000000,3304.9586,21.00,"",3999.00,3999.00,"X",2294289
3,"B0000304656219",13,"5/407194-5",2,4549.08168000000,2147.9338,21.00,"",2599.00,5198.00,"X",2294289
3,"B0000304656219",14,"5/407449-0",2,8749.84968000000,4131.4049,21.00,"",4999.00,9998.00,"X",2294289
3,"B0000304656219",15,"5/46089-4",1,2274.54084000000,2147.9338,21.00,"",2599.00,2599.00,"X",2294289
3,"B0000304656219",16,"4/500712-2",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2294289
3,"B0000304656219",17,"4/500716-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2294289
3,"B0000304656219",18,"5/52893-8",1,3499.76484000000,3304.9586,21.00,"",3999.00,3999.00,"X",2294289
3,"B0000304656219",19,"4/900460-1",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2294289
4,"B0000304656220",1,"1/101285-8",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2400764
4,"B0000304656220",2,"1/101431-4",1,3046.79232000000,3057.0247,21.00,"",3699.00,3699.00,"X",2400764
4,"B0000304656220",3,"1/101522-1",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2400764
4,"B0000304656220",4,"1/101577-4",1,16472.77632000000,16528.0991,21.00,"",19999.00,19999.00,"X",2400764
4,"B0000304656220",5,"1/101673-4",1,3293.89632000000,3304.9586,21.00,"",3999.00,3999.00,"X",2400764
4,"B0000304656220",6,"1/101675-8",1,3293.89632000000,3304.9586,21.00,"",3999.00,3999.00,"X",2400764
4,"B0000304656220",7,"4/260-4",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2400764
4,"B0000304656220",8,"5/302650-7",1,2778.99336000000,2478.5123,21.00,"",2999.00,2999.00,"X",2400764
4,"B0000304656220",9,"5/401975-9",1,2778.99336000000,2478.5123,21.00,"",2999.00,2999.00,"X",2400764
4,"B0000304656220",10,"5/403354-4",1,2315.67336000000,2065.2892,21.00,"",2499.00,2499.00,"X",2400764
4,"B0000304656220",11,"5/405938-8",1,3705.63336000000,3304.9586,21.00,"",3999.00,3999.00,"X",2400764
4,"B0000304656220",12,"5/46859-1",2,4816.67472000000,2147.9338,21.00,"",2599.00,5198.00,"X",2400764
4,"B0000304656220",13,"4/500712-2",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2400764
