cod_articulo,precio,descripcion,descripcion_adic,escala_1,escala_2,cod_unidad_medida,cod_barra,usa_escala,cta_compras,lleva_partida,lleva_serie,alicuota_iva,cta_ventas,cod_proveedor,sinonimo,alicuota_iva_co,porc_comision_ventas,porc_utilidad,stk_maximo,stk_minimo,punto_pedido,equivalencia,unidad_medida_compra
101617,"0.00","DESOD.ANTIT.ROLLON .SENSIBLE SPECIFIC 55","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101618,"0.00","AGUAS DE FRUTAS SANDIA BRUMA HIDRATANTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101619,"0.00","GOOD NIGHT CREMA NOCTURNA BAKUCHIOL 30G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101620,"0.00","EAU DE TOILETTE FEM. LOVE YOU DISCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101621,"0.00","SOMBRA COMP.DUO YOU 1 DUAL BLACK","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101622,"0.00","SOMBRA COMP.DUO YOU 2 DUAL GREY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101623,"0.00","LAPIZ DELINEADOR P/OJOS YOU 1 BLACK","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101624,"0.00","LAPIZ DELINEADOR P/OJOS YOU 2 GREY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101625,"5999.00","BRILLO LABIAL YOU GLOSS IT 1 SWEET PEONY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101626,"0.00","BRILLO LABIAL YOU GLOSS IT 2 DARK CHERRY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101627,"0.00","BRILLO LABIAL YOU GLOSS IT 3 AMBER BROWN","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101628,"0.00","LAPIZ DELINEADOR P/LABIOS YOU 1 SWEET PE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101629,"0.00","LAPIZ DELINEADOR P/LABIOS YOU 2 DARK CHE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101630,"0.00","LAPIZ DELINEADOR P/LABIOS YOU 3 AMBER BR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101631,"0.00","GEL ANTIFRIZZ PARA PELO YOU","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101632,"0.00","CREMA P/PEINAR CONTROL EXPERT 165G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101633,"0.00","ILUMINADOR Y RUBOR SK LL 1 SUN KISSED","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101634,"0.00","ILUMINADOR Y RUBOR SK LL 2 ROSE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101635,"0.00","ILUMINADOR Y RUBOR SK LL 3 PEARLY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101636,"0.00","ESMALTE GEL SK LL CR. 46 BROWNIE TEMPTAT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101637,"0.00","ESMALTE GEL SK LL CR. 47 WINE KISS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101638,"5499.00","ESMALTE GEL SK LL CR. 48 CREAMY PISTACHO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101639,"0.00","ESMALTE GEL SK LL CR. 49 MOCCA LATTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101640,"0.00","BRILLO LABIAL INFINITE G SK 1 HAZELNUT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101641,"0.00","BRILLO LABIAL INFINITE G SK 2 PETAL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101642,"7999.00","BRILLO LABIAL INFINITE G SK 3 GARNET","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101646,"0.00","CREMA HERBAL CON TOMILLO BIENESTAR X 85G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101648,"0.00","EAU TOILETTE MASC. CYCLONE 100 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101649,"0.00","LAPIZ LAB.CREM CASUAL 100 FRENCH TOAST","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101650,"0.00","LAPIZ LAB.CREM CASUAL 101 CARAMEL CREPE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101651,"0.00","ESMALTE CREM. CASUAL 116 ALMOND MACARON","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101652,"0.00","ESMALTE CREM. CASUAL 117 CINNAMON TART","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101653,"0.00","CUARTETO SOMBRA  CASUAL 1 C'EST BURGUNDY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101654,"0.00","CUARTETO SOMBRA CASUAL 2 C'EST LATTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101655,"0.00","ILUMINADOR Y RUBOR SK LL 4 SOFT PEACH","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101656,"9999.00","EAU PARFUM FEM. VIOLETTA EQUAL N°05 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101657,"0.00","EAU PARFUM FEM. VIOLETTA EQUAL N°11 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101658,"9999.00","EAU PARFUM FEM. VIOLETTA EQUAL N°29 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101659,"0.00","EAU PARFUM MASC.VIOLETTA EQUAL N°02 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101660,"0.00","EAU PARFUM MASC.VIOLETTA EQUAL N°10 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101661,"9999.00","EAU PARFUM MASC.VIOLETTA EQUAL N°24 50ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101662,"0.00","EAU TOILETTE FEMENINO ENDLESS ME 55 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101663,"0.00","CREMA HIDRATANTE ANTIAGE FOR MEN 50G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101664,"0.00","CERA P/CABELLO MODELADORA FOR MEN 30 G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101665,"0.00","GEL DE DUCHA HIDRATANTE FOR MEN 150 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101666,"0.00","RUBOR EN CREMA CASUAL 1 PEACHY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101667,"0.00","RUBOR EN CREMA CASUAL 2 TANGY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101668,"0.00","RUBOR EN CREMA CASUAL 3 GRAPEY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101669,"0.00","RUBOR EN CREMA CASUAL 4 RASPIE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101670,"0.00","MAQUILLAJE CORRECTOR OPTICO CASUAL 2,6 G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101671,"0.00","JABON LIQUIDO HIG.INTIM VIOGINA X 150ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101672,"0.00","GEL LUBRICANTE HIG.INTIMA VIOGINA 30G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101673,"0.00","CREMA P/MANOS CHOCOLATE & PISTACHIO 20G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101674,"0.00","CREMA P/MANOS CARAMEL & ALMOND 20G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101675,"0.00","CREMA P/MANOS BERRIES & HONEY 20G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101677,"0.00","ROMANTIC ROSE SET DE BAÑO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101679,"0.00","SWEET HONEY SET DE BAÑO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101680,"0.00","DERMATOLOGY SERUM CORPORAL HIDRATANTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101681,"0.00","DERMATOLOGY SERUM CORPORAL TONO UNIFORME","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101682,"0.00","DERMATOLOGY SERUM CORPORAL REGENERADOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101683,"0.00","FRAGRANCE MIST INF. DIVA EXCLUSIVE 95 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101684,"0.00","FRAGRANCE MIST INF. DIVA OBSESSION 95 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101685,"0.00","FRAGRANCE MIST INF. DIVA FANTASY 95 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101686,"0.00","EAU DE TOILETTE INFANTIL HIT BOY 50 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101687,"0.00","LAB. MATTE MOUSSE SK VELVET 1 PEACHY BRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101688,"0.00","LAB. MATTE MOUSSE SK VELVET 2 CLASSIC RE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101689,"0.00","LAB. MATTE MOUSSE SK VELVET 3 ROSEWOOD","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101690,"0.00","LAB. MATTE MOUSSE SK VELVET 4 HOT CHOCOL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101691,"0.00","LAB. MATTE MOUSSE SK VELVET 5 MOCCA CREA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101692,"0.00","ESMALTE CREM. CASUAL 118 VIA LACTEA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101693,"0.00","ESMALTE CREM. CASUAL 119 MARRON SALVAJE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101695,"0.00","ESMALTE CREM. CASUAL 120 FLAMINGO PINK","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101696,"0.00","ESMALTE CREM. CASUAL 121 SUNSET CORAL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101697,"0.00","ESMALTE CREM. CASUAL 122 FRESH MINT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101698,"0.00","ESMALTE CREM. CASUAL 123 SANDY ROSE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101699,"0.00","GLOSS CASUAL MIAMI V. 01 CORAL WAVES","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101700,"0.00","GLOSS CASUAL MIAMI V. 02 PALM PINK","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101701,"0.00","CUARTETO SOMBRA CASUAL 3 SOUTH BEACH","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101732,"0.00","BASE MAQ.LUMI MATE SILK KISS 1 XXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101733,"0.00","BASE MAQ.LUMI MATE SILK KISS 2 XXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101734,"0.00","BASE MAQ.LUMI MATE SILK KISS 3 XXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101737,"0.00","LAP LAB SEMIMATE SK N207","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101738,"0.00","LAP LAB SEMIMATE SK N208","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101739,"0.00","LAP LAB SEMIMATE SK N209","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101740,"0.00","ESMALTE GEL SK LL CR. 50 XXXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101741,"0.00","ESMALTE GEL SK LL CR. 51 XXXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
101742,"0.00","ESMALTE GEL SK LL CR. 52 XXXXXX","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
10331,"0.00","ANILLO MARISA CH P/R","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
10375,"0.00","ARO BIDU BRILLO P/P","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
104,"0.00","AMPOLLETA SEX FOR MEN","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
10427,"0.00","ARO BIDU PUA P/P","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1047,"0.00","AMPOLLETA IL BLEU","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
10567,"0.00","DIJE INFINIT 1D C/CAD P/P","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1067,"260.00","AMPOLLETA V.TOYS TONA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1072,"0.00","AMPOLLETA VIOLETTA TOYS RINGO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1080,"0.00","AMPOLLETA BODY LOVE BEAUTY DREAM SPLASH","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11008,"0.00","ARO BIDU FIDELIDAD P/P","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1114,"0.00","AMPOLLETA CHACAL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11236,"0.00","ALLEGRO TIZA P/TEÑIR EL PELO 04 YELLOW 4","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11304,"0.00","AROS DIN D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1134,"260.00","AMPOLLETA BODY LOVE SENSUAL RED","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1136,"0.00","AMPOLLETA LA MAISON BLANCHE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11399,"0.00","DIJE LETRA B S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1140,"0.00","AMPOLLETA ON FIRE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11400,"1999.00","DIJE LETRA C S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11401,"1999.00","DIJE LETRA D S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11402,"1999.00","DIJE LETRA E S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11403,"0.00","DIJE LETRA M S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11404,"1999.00","DIJE LETRA N S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11405,"0.00","DIJE LETRA P S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11406,"1999.00","DIJE LETRA S S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11407,"0.00","DIJE LETRA G S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11408,"0.00","DIJE LETRA R S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11409,"0.00","DIJE LETRA L S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
11424,"0.00","DIJE LETRA A S/CAD D/K","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1151,"260.00","AMPOLLETA EAU TOIL.SEX FOR MEN INTENSE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1153,"0.00","AMPOLLETA EAU TOILETTE FEMENINO PARAISO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1155,"0.00","AMPOLL. BODY LOVE SPLASH FOREVER SEXY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1160,"0.00","AMP.C/EST.EAU TOILETTE MASC. HOMME SPORT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1161,"0.00","AMPOLLETA EAU TOILETTE MASC.HOMME SPORT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
1171,"0.00","AMPOLLETA EAU TOILETTE FREE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
12000,"0.00","CHIQUI ZOO SHAMPOO MANZANILLA NIÑOS 100C","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13124,"0.00","SHOCK KERATINA ACONDICIONADOR REPARADOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13128,"0.00","SHOCK KERATINA RECONST.Y ANTI FRIZZ 30G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13307,"0.00","SHOCK KERATINA SPRAY NUTRITIVO 62CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13356,"0.00","SHOCK TRAT.KERATINA CAUT.MOLEC 100G","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13362,"0.00","SHOCK TRAT.CAP. OLEO NUTRITIVO REPARADOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13365,"0.00","SHOCK TRAT.CAP.TRAT.C/ACEITE ALMENDRAS 3","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13406,"0.00","PREVENT SHAMPOO 185CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13410,"0.00","PREVENT SHAMPOO C/MANZANILLA 185 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
13413,"0.00","TRATAMIENTO ANTICAIDA RAIZ VITAL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
14993,"0.00","CARTERA C/MONEDERO NEGRA S/E SUST.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
15,"0.00","AMPOLLETA SEX FOR WOMEN","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
15537,"0.00","TRUSA BODY SUIT T2(44) BCA. C/PUNT.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
166,"0.00","AMPOLLETA GENESIS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
16859,"0.00","TOP SIN ELECCION 115 (DO)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
18169,"0.00","TRUSA BODY SUIT T3(46) NEG C/PUNT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
18171,"0.00","TRUSA BODY SUIT T5(50) NEG C/PUNT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
19164,"0.00","TRUSA BODY SUIT PUSH UP TS(42-44) NGR.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
19165,"0.00","TRUSA BODY SUIT PUSH UP TM(46-48) NGR.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
19166,"0.00","TRUSA BODY SUIT PUSH UP TL(50-52) NRG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200010,"0.00","PR. BOTAS DE PIEL T35 INDIC.C/06 A 09/17","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200011,"0.00","PR. BOTAS DE PIEL T36 INDIC.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200013,"0.00","PR. BOTAS DE PIEL T38 INDIC.C/06 A 09/17","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200207,"0.00","PIJAMA ROSE REM+PANT TU(42-46) S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200285,"0.00","SOBRE BILLETERA C/PORTADOC. S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200340,"0.00","FAJA ALTA COMPRESION TL (50-52) NAT.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200341,"0.00","FAJA ALTA COMPRESION TXL(54-56) NAT.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200395,"0.00","BOLSA TROPICAL ANANA S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200400,"0.00","REMERA MANO DE FATIMA NEG. TXL(54-56)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200446,"0.00","SANDALIA NGRA C/TACHAS PLATEAD. UMA T38","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200459,"0.00","PANTALON DEP. DAMA MIYA TE(50-52) (I)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200467,"0.00","CALZA DEP SIN ELECCION TE(48-52)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200471,"0.00","CALZA DEP ESTAMP. MAO TE(50-52) (I)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200476,"0.00","SANDALIA C/FLECOS REPTIL NEGRO T.40","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200479,"0.00","SANDALIA C/APLIQUE DORADO BEIGE T.39","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200528,"0.00","CALZA SIN ELECCION TE (50-56)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200539,"0.00","GOMITAS P/EL PELO PENGUIN X 24 UNIDADES","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200556,"0.00","MOCHILA+LUNCHERA TERMICA NENA S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200627,"0.00","PORTA COSMETICOS GRANDE NAYLA LUN SUST","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200642,"0.00","VINCHA CON STRASS BRIGHTNESS S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200680,"0.00","BILLETERA SOBRE DOG S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200681,"0.00","CARTERA NEGRA C/TACHAS SUSTITUCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200716,"0.00","SOUTIEN RED. LUANA T100 NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200717,"0.00","SOUTIEN RED. LUANA T105 NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200718,"0.00","SOUTIEN RED. LUANA T110 NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200720,"0.00","SOUTIEN RED. LUANA T120 NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200721,"0.00","BOMBACHA LUANA TS(42-44) NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200791,"0.00","CALZA SIMIL CUERO NEGRA EMMA (42-46) (I)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200817,"0.00","CAMPERA DEP.TOP SPORT TXL(54-56)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200853,"0.00","SOUTIEN  RED.AGUSTINA T095 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200855,"0.00","SOUTIEN  RED.AGUSTINA T100 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200856,"0.00","SOUTIEN  RED.AGUSTINA T105 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200857,"0.00","SOUTIEN  RED.AGUSTINA T110 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200858,"0.00","SOUTIEN  RED.AGUSTINA T115 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200859,"0.00","SOUTIEN  RED.AGUSTINA T120 COMB.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200868,"0.00","VIOLETTA VIAJES ORGANIZADOR AQUAMARINA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200869,"0.00","BILLETERA PORT DOC NAT/AZUL MYKONOS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200871,"0.00","BILLETERA PORT DOC NAT/FUC HAWAI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200872,"0.00","BILLETERA PORTA DOC VERD/NAT PHI PHI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200916,"0.00","PANTALON PALAZO CARMEL T4(48) S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
200955,"0.00","TRUSA BODY SUIT TOP UP TM(46-48) NAT.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
201077,"0.00","BLUSA MOM TXL(54-56)NEG.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
