orden,n_comp,fecha_emision,cod_cliente,figura,importe,bonif_sin_imp,imp_gravado,imp_exento,imp_iva,montib,gastadmi,boniflibro,bonifcosme,bonifpract,porclider,boniflider,bonifivadic,zona
12,"B0000304654463","2025-06-17",5230888,2,118232.82,30252.30,97713.07,0.00,20519.75,0.00000000000,"3399.08",0.00,"16978.80","13273.50","","0.00","0.00",164
13,"B0000304654464","2025-06-17",5233640,2,44062.67,8199.10,36415.43,0.00,7647.24,0.00000000000,"1266.76",0.00,"6199.20","1999.90","","0.00","0.00",164
14,"B0000304654465","2025-06-17",5649480,2,26312.36,5639.10,21745.76,0.00,4566.61,0.00000000000,"756.45",0.00,"5039.20","599.90","","0.00","0.00",164
15,"B0000304654466","2025-06-17",5978548,2,28840.74,5378.40,23835.33,0.00,5005.42,0.00000000000,"829.14",0.00,"4078.80","1299.60","","0.00","0.00",164
16,"B0000304654467","2025-06-17",6073905,2,63900.59,25420.50,52810.40,0.00,11090.19,0.00000000000,"1837.08",0.00,"24595.80","824.70","","0.00","0.00",164
17,"B0000304654468","2025-06-17",6260543,2,59252.77,18836.70,48969.23,0.00,10283.54,0.00000000000,"1703.46",0.00,"14757.60","4079.10","","0.00","0.00",164
18,"B0000304654469","2025-06-17",6544312,2,54696.78,12968.70,45203.95,0.00,9492.83,0.00000000000,"1572.48",0.00,"12718.80","249.90","","0.00","0.00",164
19,"B0000304654470","2025-06-17",6657893,2,58064.31,11599.00,47987.04,0.00,10077.28,0.00000000000,"1669.29",0.00,"11599.00","0.00","","0.00","0.00",164
20,"B0000304654471","2025-06-17",6804926,2,34598.16,8088.50,28593.52,0.00,6004.64,0.00000000000,"994.66",0.00,"7838.60","249.90","","0.00","0.00",164
21,"B0000304654472","2025-06-17",6813348,2,50030.54,9398.80,41347.55,0.00,8682.99,0.00000000000,"1438.33",0.00,"7199.40","2199.40","","0.00","0.00",164
22,"B0000304654473","2025-06-17",6975038,2,68737.15,24627.00,56807.56,0.00,11929.59,0.00000000000,"1976.13",0.00,"21927.30","2699.70","","0.00","0.00",164
23,"B0000304654474","2025-06-17",7010354,2,65374.92,25391.55,54028.86,0.00,11346.06,0.00000000000,"1879.47",0.00,"24117.00","1274.55","","0.00","0.00",164
24,"B0000304654475","2025-06-17",7046898,2,32960.08,6878.50,27239.74,0.00,5720.34,0.00000000000,"947.57",0.00,"5978.80","899.70","","0.00","0.00",164
25,"B0000304654476","2025-06-17",7300247,2,77086.67,26710.50,63707.99,0.00,13378.68,0.00000000000,"2216.17",0.00,"22946.70","3763.80","","0.00","0.00",164
26,"B0000304654477","2025-06-17",7537190,2,94385.71,28270.80,78004.72,0.00,16380.99,0.00000000000,"2713.50",0.00,"20756.70","7514.10","","0.00","0.00",164
27,"B0000304654478","2025-06-17",7577311,2,129346.57,49555.05,106897.99,0.00,22448.58,0.00000000000,"3718.59",0.00,"46555.20","2999.85","","0.00","0.00",164
28,"B0000304654479","2025-06-17",7882874,2,53254.17,17861.85,44011.71,0.00,9242.46,0.00000000000,"1531.01",0.00,"14848.20","3013.65","","0.00","0.00",164
29,"B0000304654480","2025-06-17",7989067,2,62426.72,15158.00,51592.33,0.00,10834.39,0.00000000000,"1794.71",0.00,"15158.00","0.00","","0.00","0.00",164
30,"B0000304654481","2025-06-17",8181829,2,69686.43,29007.00,57592.09,0.00,12094.34,0.00000000000,"2003.42",0.00,"29007.00","0.00","","0.00","0.00",164
31,"B0000304654482","2025-06-17",8344060,2,37726.51,8848.10,31178.93,0.00,6547.58,0.00000000000,"1084.60",0.00,"8598.20","249.90","","0.00","0.00",164
32,"B0000304654483","2025-06-17",8499667,2,94682.59,23127.45,78250.08,0.00,16432.52,0.00000000000,"2722.03",0.00,"11728.50","11398.95","","0.00","0.00",164
33,"B0000304654484","2025-06-17",8868107,2,86961.33,33519.75,71868.87,0.00,15092.46,0.00000000000,"2500.05",0.00,"31645.20","1874.55","","0.00","0.00",164
34,"B0000304654485","2025-06-17",8917442,2,116041.44,44767.65,95902.02,0.00,20139.42,0.00000000000,"3336.08",0.00,"42293.40","2474.25","","0.00","0.00",164
35,"B0000304654486","2025-06-17",9007997,2,37195.59,10962.75,30740.15,0.00,6455.43,0.00000000000,"1069.34",0.00,"7798.80","3163.95","","0.00","0.00",164
36,"B0000304654487","2025-06-17",9258752,2,60172.19,25046.70,49729.08,0.00,10443.11,0.00000000000,"1729.89",0.00,"25046.70","0.00","","0.00","0.00",164
37,"B0000304654488","2025-06-17",9289658,2,54335.09,22617.00,44905.03,0.00,9430.06,0.00000000000,"1562.08",0.00,"22617.00","0.00","","0.00","0.00",164
38,"B0000304654489","2025-06-17",9289747,2,28473.59,5539.00,23531.89,0.00,4941.70,0.00000000000,"818.59",0.00,"4439.20","1099.80","","0.00","0.00",164
39,"B0000304654490","2025-06-17",9392807,2,43650.10,10598.80,36074.46,0.00,7575.64,0.00000000000,"1254.90",0.00,"10598.80","0.00","","0.00","0.00",164
40,"B0000304654491","2025-06-17",9450963,2,31869.83,7738.40,26338.70,0.00,5531.13,0.00000000000,"916.23",0.00,"7738.40","0.00","","0.00","0.00",164
41,"B0000304654492","2025-06-17",9789839,2,21412.40,5199.20,17696.19,0.00,3716.20,0.00000000000,"615.59",0.00,"5199.20","0.00","","0.00","0.00",164
42,"B0000304654493","2025-06-17",9824383,2,49889.43,17081.85,41230.94,0.00,8658.50,0.00000000000,"1434.27",0.00,"14502.60","2579.25","","0.00","0.00",164
43,"B0000304654494","2025-06-17",9949410,2,42517.45,17697.90,35138.38,0.00,7379.06,0.00000000000,"1222.34",0.00,"17697.90","0.00","","0.00","0.00",164
44,"B0000304654495","2025-06-17",9978860,2,40387.71,16811.40,33378.27,0.00,7009.44,0.00000000000,"1161.11",0.00,"16811.40","0.00","","0.00","0.00",164
45,"B0000304654496","2025-06-17",10167587,2,29241.99,3938.70,24166.93,0.00,5075.06,0.00000000000,"840.68",0.00,"1409.40","2529.30","","0.00","0.00",164
46,"B0000304654497","2025-06-17",10167676,2,40231.01,9768.60,33248.77,0.00,6982.24,0.00000000000,"1156.60",0.00,"9768.60","0.00","","0.00","0.00",164
47,"B0000304654498","2025-06-17",10308059,2,61981.32,15687.60,51224.23,0.00,10757.09,0.00000000000,"1781.90",0.00,"8609.10","7078.50","","0.00","0.00",164
48,"B0000304654499","2025-06-17",10308075,2,18876.90,3958.80,15600.75,0.00,3276.16,0.00000000000,"542.69",0.00,"3459.00","499.80","","0.00","0.00",164
49,"B0000304654500","2025-06-17",10336052,2,35823.50,8698.40,29606.20,0.00,6217.30,0.00000000000,"1029.89",0.00,"8698.40","0.00","","0.00","0.00",164
50,"B0000304654501","2025-06-17",10432558,2,16488.12,5577.90,13626.54,0.00,2861.57,0.00000000000,"474.02",0.00,"4678.20","899.70","","0.00","0.00",164
51,"B0000304654502","2025-06-17",10457950,2,42619.08,6599.20,35222.38,0.00,7396.70,0.00000000000,"1225.26",0.00,"3599.80","2999.40","","0.00","0.00",164
52,"B0000304654503","2025-06-17",10479392,2,99134.99,37345.05,81929.75,0.00,17205.25,0.00000000000,"2850.03",0.00,"34601.10","2743.95","","0.00","0.00",164
53,"B0000304654504","2025-06-17",10570764,2,34761.52,13826.85,28728.53,0.00,6032.99,0.00000000000,"999.36",0.00,"13377.00","449.85","","0.00","0.00",164
54,"B0000304654505","2025-06-17",10570780,2,42826.43,10398.80,35393.74,0.00,7432.69,0.00000000000,"1231.22",0.00,"10398.80","0.00","","0.00","0.00",164
55,"B0000304654506","2025-06-17",10869760,2,21907.42,5319.40,18105.30,0.00,3802.11,0.00000000000,"629.82",0.00,"5319.40","0.00","","0.00","0.00",164
56,"B0000304654507","2025-06-17",11023120,2,55026.99,11049.00,45476.85,0.00,9550.14,0.00000000000,"1581.97",0.00,"9199.20","1849.80","","0.00","0.00",164
57,"B0000304654508","2025-06-17",11264098,2,38811.08,13691.70,32075.27,0.00,6735.81,0.00000000000,"1115.78",0.00,"11967.30","1724.40","","0.00","0.00",164
58,"B0000304654509","2025-06-17",11320567,2,96948.54,28570.65,80122.76,0.00,16825.78,0.00000000000,"2787.18",0.00,"20321.70","8248.95","","0.00","0.00",164
59,"B0000304654510","2025-06-17",11352981,2,50274.54,19855.80,41549.21,0.00,8725.33,0.00000000000,"1445.34",0.00,"19106.10","749.70","","0.00","0.00",164
60,"B0000304654511","2025-06-17",11426748,2,78595.21,27445.35,64954.72,0.00,13640.49,0.00000000000,"2259.54",0.00,"23756.40","3688.95","","0.00","0.00",164
61,"B0000304654512","2025-06-17",11492180,2,32323.27,6599.00,26713.45,0.00,5609.82,0.00000000000,"929.26",0.00,"5599.40","999.60","","0.00","0.00",164
62,"B0000304654513","2025-06-17",11676540,2,10703.72,2599.00,8846.05,0.00,1857.67,0.00000000000,"307.72",0.00,"2599.00","0.00","","0.00","0.00",164
63,"B0000304654514","2025-06-17",11677007,2,35260.40,8249.30,29140.83,0.00,6119.57,0.00000000000,"1013.70",0.00,"7999.40","249.90","","0.00","0.00",164
64,"B0000304654515","2025-06-17",11677090,2,34587.97,8398.40,28585.10,0.00,6002.87,0.00000000000,"994.37",0.00,"8398.40","0.00","","0.00","0.00",164
65,"B0000304654516","2025-06-17",11859008,2,39685.02,15447.90,32797.53,0.00,6887.48,0.00000000000,"1140.91",0.00,"14698.20","749.70","","0.00","0.00",164
66,"B0000304654517","2025-06-17",11859067,2,27671.53,6719.00,22869.03,0.00,4802.50,0.00000000000,"795.53",0.00,"6719.00","0.00","","0.00","0.00",164
67,"B0000304654518","2025-06-17",11937327,2,57195.99,21130.35,47269.41,0.00,9926.58,0.00000000000,"1644.33",0.00,"19256.10","1874.25","","0.00","0.00",164
68,"B0000304654519","2025-06-17",11962534,2,25773.77,6258.20,21300.64,0.00,4473.13,0.00000000000,"740.97",0.00,"6258.20","0.00","","0.00","0.00",164
69,"B0000304654520","2025-06-17",11986077,2,43598.10,7149.30,36031.49,0.00,7566.61,0.00000000000,"1253.40",0.00,"6399.60","749.70","","0.00","0.00",164
70,"B0000304654521","2025-06-17",11987200,2,31087.65,4799.10,25692.27,0.00,5395.38,0.00000000000,"893.74",0.00,"2599.60","2199.50","","0.00","0.00",164
71,"B0000304654522","2025-06-17",12160008,2,37320.18,11442.75,30843.12,0.00,6477.06,0.00000000000,"1072.92",0.00,"8578.50","2864.25","","0.00","0.00",164
72,"B0000304654523","2025-06-17",12252417,2,6947.03,749.70,5741.35,0.00,1205.68,0.00000000000,"199.72",0.00,"0.00","749.70","","0.00","0.00",164
73,"B0000304654524","2025-06-17",12282502,2,20964.51,4528.20,17326.04,0.00,3638.47,0.00000000000,"602.71",0.00,"4078.40","449.80","","0.00","0.00",164
74,"B0000304654525","2025-06-17",12347680,2,25516.58,4309.00,21088.08,0.00,4428.50,0.00000000000,"733.58",0.00,"2799.60","1509.40","","0.00","0.00",164
75,"B0000304654526","2025-06-17",12417610,2,37801.04,7678.70,31240.53,0.00,6560.51,0.00000000000,"1086.74",0.00,"6478.80","1199.90","","0.00","0.00",164
76,"B0000304654527","2025-06-17",12417645,2,30265.93,12598.20,25013.16,0.00,5252.76,0.00000000000,"870.12",0.00,"12598.20","0.00","","0.00","0.00",164
77,"B0000304654528","2025-06-17",12523461,2,12762.51,2099.40,10547.53,0.00,2214.98,0.00000000000,"366.91",0.00,"1299.80","799.60","","0.00","0.00",164
78,"B0000304654529","2025-06-17",12523542,2,43982.30,17772.15,36349.01,0.00,7633.29,0.00000000000,"1264.45",0.00,"17397.30","374.85","","0.00","0.00",164
79,"B0000304654530","2025-06-17",12548995,2,24707.12,5999.20,20419.10,0.00,4288.01,0.00000000000,"710.31",0.00,"5999.20","0.00","","0.00","0.00",164
80,"B0000304654531","2025-06-17",12629251,2,48178.70,11698.40,39817.11,0.00,8361.59,0.00000000000,"1385.09",0.00,"11698.40","0.00","","0.00","0.00",164
81,"B0000304654532","2025-06-17",12692484,2,62220.95,25256.85,51422.27,0.00,10798.68,0.00000000000,"1788.79",0.00,"24807.00","449.85","","0.00","0.00",164
82,"B0000304654533","2025-06-17",12771490,2,69074.12,23396.70,57086.05,0.00,11988.07,0.00000000000,"1985.81",0.00,"19647.90","3748.80","","0.00","0.00",164
83,"B0000304654534","2025-06-17",12813567,2,57153.83,16077.30,47234.57,0.00,9919.26,0.00000000000,"1643.12",0.00,"10678.20","5399.10","","0.00","0.00",164
84,"B0000304654535","2025-06-17",12906549,2,95468.84,20950.80,78899.86,0.00,16568.97,0.00000000000,"2744.64",0.00,"7799.10","13151.70","","0.00","0.00",164
85,"B0000304654536","2025-06-17",13040340,2,66243.81,25945.65,54746.95,0.00,11496.86,0.00000000000,"1904.45",0.00,"24805.80","1139.85","","0.00","0.00",164
86,"B0000304654537","2025-06-17",13068091,2,92956.21,27034.20,76823.31,0.00,16132.90,0.00000000000,"2672.40",0.00,"27034.20","0.00","","0.00","0.00",164
87,"B0000304654538","2025-06-17",13098683,2,32818.72,7968.80,27122.91,0.00,5695.81,0.00000000000,"943.51",0.00,"7968.80","0.00","","0.00","0.00",164
88,"B0000304654539","2025-06-17",13183672,2,44141.85,10718.20,36480.86,0.00,7660.98,0.00000000000,"1269.04",0.00,"10718.20","0.00","","0.00","0.00",164
89,"B0000304654540","2025-06-17",13183885,2,35151.88,13346.70,29051.14,0.00,6100.74,0.00000000000,"1010.58",0.00,"12447.00","899.70","","0.00","0.00",164
90,"B0000304654541","2025-06-17",13212370,2,48074.52,9798.60,39731.00,0.00,8343.51,0.00000000000,"1382.10",0.00,"8299.00","1499.60","","0.00","0.00",164
91,"B0000304654542","2025-06-17",13257307,2,24930.54,2979.20,20603.75,0.00,4326.79,0.00000000000,"716.73",0.00,"519.80","2459.40","","0.00","0.00",164
92,"B0000304654543","2025-06-17",13330438,2,42156.36,17547.60,34839.97,0.00,7316.39,0.00000000000,"1211.95",0.00,"17547.60","0.00","","0.00","0.00",164
93,"B0000304654544","2025-06-17",13408496,2,78972.44,18481.95,65266.48,0.00,13705.96,0.00000000000,"2270.38",0.00,"12408.30","6073.65","","0.00","0.00",164
94,"B0000304654545","2025-06-17",13571150,2,81503.00,26427.15,67357.85,0.00,14145.15,0.00000000000,"2343.13",0.00,"21178.20","5248.95","","0.00","0.00",164
95,"B0000304654546","2025-06-17",13598317,2,78882.30,24265.50,65191.98,0.00,13690.32,0.00000000000,"2267.79",0.00,"18267.00","5998.50","","0.00","0.00",164
96,"B0000304654547","2025-06-17",13787535,2,30471.64,4399.40,25183.17,0.00,5288.47,0.00000000000,"876.03",0.00,"1999.80","2399.60","","0.00","0.00",164
97,"B0000304654548","2025-06-17",13881345,2,61645.67,14712.60,50946.84,0.00,10698.84,0.00000000000,"1772.25",0.00,"7049.40","7663.20","","0.00","0.00",164
98,"B0000304654549","2025-06-17",13908588,2,48812.57,18282.75,40340.97,0.00,8471.60,0.00000000000,"1403.31",0.00,"16857.90","1424.85","","0.00","0.00",164
99,"B0000304654550","2025-06-17",13994239,2,25374.39,4849.10,20970.57,0.00,4403.82,0.00000000000,"729.49",0.00,"3799.40","1049.70","","0.00","0.00",164
100,"B0000304654551","2025-06-17",14012219,2,32119.41,7799.00,26544.97,0.00,5574.44,0.00000000000,"923.40",0.00,"7799.00","0.00","","0.00","0.00",164
101,"B0000304654552","2025-06-17",14041375,2,78288.22,25945.50,64701.01,0.00,13587.21,0.00000000000,"2250.71",0.00,"21296.10","4649.40","","0.00","0.00",164
102,"B0000304654553","2025-06-17",14167263,2,21515.14,4099.40,17781.11,0.00,3734.03,0.00000000000,"618.54",0.00,"3199.60","899.80","","0.00","0.00",164
103,"B0000304654554","2025-06-17",14167395,2,85393.27,25046.70,70572.95,0.00,14820.32,0.00000000000,"2454.97",0.00,"17697.90","7348.80","","0.00","0.00",164
104,"B0000304654555","2025-06-17",14167425,2,26225.51,7917.45,21673.97,0.00,4551.53,0.00000000000,"753.96",0.00,"5818.20","2099.25","","0.00","0.00",164
105,"B0000304654556","2025-06-17",14167450,2,44176.03,14082.00,36509.11,0.00,7666.91,0.00000000000,"1270.02",0.00,"11067.60","3014.40","","0.00","0.00",164
106,"B0000304654557","2025-06-17",14227819,2,100130.77,30324.90,82752.70,0.00,17378.07,0.00000000000,"2878.66",0.00,"22376.70","7948.20","","0.00","0.00",164
107,"B0000304654558","2025-06-17",14227851,2,69352.49,28225.35,57316.10,0.00,12036.38,0.00000000000,"1993.82",0.00,"27775.50","449.85","","0.00","0.00",164
108,"B0000304654559","2025-06-17",20005059,2,52293.81,9198.60,43218.02,0.00,9075.78,0.00000000000,"1503.40",0.00,"6399.40","2799.20","","0.00","0.00",164
109,"B0000304654560","2025-06-17",20038089,2,54852.17,13318.80,45332.37,0.00,9519.80,0.00000000000,"1576.95",0.00,"13318.80","0.00","","0.00","0.00",164
110,"B0000304654561","2025-06-17",20071345,2,45661.38,18235.35,37736.68,0.00,7924.70,0.00000000000,"1312.72",0.00,"17695.50","539.85","","0.00","0.00",164
111,"B0000304654562","2025-06-17",20117418,2,24561.22,5338.90,20298.53,0.00,4262.69,0.00000000000,"706.11",0.00,"4839.00","499.90","","0.00","0.00",164
112,"B0000304654563","2025-06-17",20117515,2,60363.08,14757.30,49886.84,0.00,10476.24,0.00000000000,"1735.38",0.00,"7499.10","7258.20","","0.00","0.00",164
113,"B0000304654564","2025-06-17",20212429,2,31715.90,4888.90,26211.49,0.00,5504.41,0.00000000000,"911.80",0.00,"4639.00","249.90","","0.00","0.00",164
114,"B0000304654565","2025-06-17",20212461,2,35956.01,14966.70,29715.71,0.00,6240.30,0.00000000000,"1033.70",0.00,"14966.70","0.00","","0.00","0.00",164
115,"B0000304654566","2025-06-17",20239360,2,53251.23,12161.70,44009.28,0.00,9241.95,0.00000000000,"1530.92",0.00,"5158.80","7002.90","","0.00","0.00",164
116,"B0000304654567","2025-06-17",20264909,2,40784.52,15777.00,33706.21,0.00,7078.30,0.00000000000,"1172.52",0.00,"14937.30","839.70","","0.00","0.00",164
117,"B0000304654568","2025-06-17",20356935,2,22565.54,5479.20,18649.20,0.00,3916.33,0.00000000000,"648.74",0.00,"5479.20","0.00","","0.00","0.00",164
118,"B0000304654569","2025-06-17",20357087,2,59737.45,17260.95,49369.80,0.00,10367.66,0.00000000000,"1717.39",0.00,"11937.60","5323.35","","0.00","0.00",164
119,"B0000304654570","2025-06-17",20357117,2,43781.94,12867.75,36183.42,0.00,7598.52,0.00000000000,"1258.69",0.00,"9118.20","3749.55","","0.00","0.00",164
120,"B0000304654571","2025-06-17",20390831,2,129566.12,47476.80,107079.44,0.00,22486.68,0.00000000000,"3724.90",0.00,"43878.00","3598.80","","0.00","0.00",164
121,"B0000304654572","2025-06-17",20428022,2,18282.40,4439.20,15109.42,0.00,3172.98,0.00000000000,"525.60",0.00,"4439.20","0.00","","0.00","0.00",164
122,"B0000304654573","2025-06-17",20428340,2,100202.39,33760.35,82811.89,0.00,17390.50,0.00000000000,"2880.72",0.00,"28196.10","5564.25","","0.00","0.00",164
123,"B0000304654574","2025-06-17",20507143,2,14575.84,3539.20,12046.15,0.00,2529.69,0.00000000000,"419.04",0.00,"3539.20","0.00","","0.00","0.00",164
124,"B0000304654575","2025-06-17",20617828,2,22894.19,5559.00,18920.81,0.00,3973.37,0.00000000000,"658.19",0.00,"5559.00","0.00","","0.00","0.00",164
125,"B0000304654576","2025-06-17",20671067,2,33352.77,5599.10,27564.27,0.00,5788.50,0.00000000000,"958.86",0.00,"3599.60","1999.50","","0.00","0.00",164
126,"B0000304654577","2025-06-17",20671440,2,31704.68,5498.80,26202.21,0.00,5502.46,0.00000000000,"911.48",0.00,"3739.20","1759.60","","0.00","0.00",164
127,"B0000304654578","2025-06-17",20705948,2,38521.77,8978.70,31836.18,0.00,6685.60,0.00000000000,"1107.46",0.00,"8678.80","299.90","","0.00","0.00",164
128,"B0000304654579","2025-06-17",20740131,2,13038.25,1949.60,10775.41,0.00,2262.84,0.00000000000,"374.84",0.00,"1399.80","549.80","","0.00","0.00",164
129,"B0000304654580","2025-06-17",20740492,2,105496.52,42713.40,87187.21,0.00,18309.31,0.00000000000,"3032.92",0.00,"41873.70","839.70","","0.00","0.00",164
130,"B0000304654581","2025-06-17",20786980,2,21824.25,5299.20,18036.57,0.00,3787.68,0.00000000000,"627.43",0.00,"5299.20","0.00","","0.00","0.00",164
131,"B0000304654582","2025-06-17",20828748,2,18621.14,3409.20,15389.37,0.00,3231.77,0.00000000000,"535.34",0.00,"2519.40","889.80","","0.00","0.00",164
132,"B0000304654583","2025-06-17",20828934,2,47959.09,17606.70,39635.61,0.00,8323.48,0.00000000000,"1378.78",0.00,"15957.30","1649.40","","0.00","0.00",164
133,"B0000304654584","2025-06-17",20934777,2,38294.43,8798.50,31648.29,0.00,6646.14,0.00000000000,"1100.93",0.00,"8398.60","399.90","","0.00","0.00",164
134,"B0000304654585","2025-06-17",20934980,2,52459.06,21836.10,43354.59,0.00,9104.46,0.00000000000,"1508.15",0.00,"21836.10","0.00","","0.00","0.00",164
135,"B0000304654586","2025-06-17",20974183,2,36749.92,8298.60,30371.84,0.00,6378.09,0.00000000000,"1056.52",0.00,"7798.80","499.80","","0.00","0.00",164
136,"B0000304654587","2025-06-17",21008990,2,45767.27,7738.50,37824.19,0.00,7943.08,0.00000000000,"1315.76",0.00,"5039.00","2699.50","","0.00","0.00",164
137,"B0000304654588","2025-06-17",21046875,2,65351.40,15118.40,54009.42,0.00,11341.98,0.00000000000,"1878.79",0.00,"14518.60","599.80","","0.00","0.00",164
138,"B0000304654589","2025-06-17",21047022,2,42801.00,8018.50,35372.72,0.00,7428.27,0.00000000000,"1230.49",0.00,"6119.20","1899.30","","0.00","0.00",164
139,"B0000304654590","2025-06-17",21082847,2,24704.64,5998.60,20417.06,0.00,4287.58,0.00000000000,"710.23",0.00,"5998.60","0.00","","0.00","0.00",164
140,"B0000304654591","2025-06-17",21110590,2,22976.55,5579.00,18988.89,0.00,3987.67,0.00000000000,"660.55",0.00,"5579.00","0.00","","0.00","0.00",164
141,"B0000304654592","2025-06-17",21110697,2,86104.38,33446.10,71160.64,0.00,14943.73,0.00000000000,"2475.42",0.00,"31931.70","1514.40","","0.00","0.00",164
142,"B0000304654593","2025-06-17",21141126,2,47931.60,11638.40,39612.89,0.00,8318.71,0.00000000000,"1377.99",0.00,"11638.40","0.00","","0.00","0.00",164
143,"B0000304654594","2025-06-17",21141282,2,36729.03,6418.90,30354.57,0.00,6374.46,0.00000000000,"1055.92",0.00,"4419.40","1999.50","","0.00","0.00",164
144,"B0000304654595","2025-06-17",21141428,2,46945.64,11399.00,38798.05,0.00,8147.59,0.00000000000,"1349.64",0.00,"11399.00","0.00","","0.00","0.00",164
145,"B0000304654596","2025-06-17",21214727,2,31297.39,7599.40,25865.61,0.00,5431.78,0.00000000000,"899.77",0.00,"7599.40","0.00","","0.00","0.00",164
146,"B0000304654597","2025-06-17",21237220,2,32787.51,5649.10,27097.11,0.00,5690.39,0.00000000000,"942.61",0.00,"3799.40","1849.70","","0.00","0.00",164
147,"B0000304654598","2025-06-17",21261253,2,53727.01,18807.60,44402.49,0.00,9324.52,0.00000000000,"1544.60",0.00,"16318.20","2489.40","","0.00","0.00",164
148,"B0000304654599","2025-06-17",21290466,2,25238.18,5378.40,20858.00,0.00,4380.18,0.00000000000,"725.57",0.00,"4778.60","599.80","","0.00","0.00",164
149,"B0000304654600","2025-06-17",21322066,2,33328.16,10017.00,27543.94,0.00,5784.23,0.00000000000,"958.15",0.00,"7317.90","2699.10","","0.00","0.00",164
150,"B0000304654601","2025-06-17",21322104,2,40392.66,6858.60,33382.36,0.00,7010.30,0.00000000000,"1161.25",0.00,"4499.20","2359.40","","0.00","0.00",164
151,"B0000304654602","2025-06-17",21323593,2,115821.46,31797.30,95720.22,0.00,20101.25,0.00000000000,"3329.75",0.00,"20307.90","11489.40","","0.00","0.00",164
152,"B0000304654603","2025-06-17",21353026,2,65894.72,23786.70,54458.45,0.00,11436.27,0.00000000000,"1894.41",0.00,"21237.30","2549.40","","0.00","0.00",164
153,"B0000304654604","2025-06-17",21385165,2,25373.47,4649.00,20969.81,0.00,4403.66,0.00000000000,"729.46",0.00,"3439.40","1209.60","","0.00","0.00",164
154,"B0000304654605","2025-06-17",21412510,2,93984.45,29801.55,77673.10,0.00,16311.35,0.00000000000,"2701.96",0.00,"23277.90","6523.65","","0.00","0.00",164
155,"B0000304654606","2025-06-17",21472700,2,34753.54,8438.60,28721.93,0.00,6031.61,0.00000000000,"999.13",0.00,"8438.60","0.00","","0.00","0.00",164
156,"B0000304654607","2025-06-17",21501980,2,83495.05,27085.35,69004.17,0.00,14490.88,0.00000000000,"2400.40",0.00,"21716.70","5368.65","","0.00","0.00",164
157,"B0000304654608","2025-06-17",21538182,2,80325.13,16473.15,66384.40,0.00,13940.72,0.00000000000,"2309.27",0.00,"14598.60","1874.55","","0.00","0.00",164
158,"B0000304654609","2025-06-17",21587272,2,38707.72,6469.10,31989.85,0.00,6717.87,0.00000000000,"1112.81",0.00,"6169.20","299.90","","0.00","0.00",164
159,"B0000304654610","2025-06-17",21642796,2,75129.20,24416.70,62090.25,0.00,13038.95,0.00000000000,"2159.89",0.00,"19617.60","4799.10","","0.00","0.00",164
160,"B0000304654611","2025-06-17",21643083,2,77765.54,16446.15,64269.04,0.00,13496.50,0.00000000000,"2235.68",0.00,"7299.30","9146.85","","0.00","0.00",164
161,"B0000304654612","2025-06-17",21643296,2,71704.43,29847.00,59259.86,0.00,12444.57,0.00000000000,"2061.43",0.00,"29847.00","0.00","","0.00","0.00",164
